"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"npz6.10","1","L027 (09).MP4","75485","R028 (09).MP4","77192","1","12.97268",367.40997,"2.43757","6.04092","1530.25354","23.98488","5.28624","12.42592","-614.73085","95.08649","-1398.12032","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0787","113.3764","20210512","11:07","NPZ6","No-take","npz6.10","112","Molly","Y","Y"
"npz6.10","2","L027 (09).MP4","75485","R028 (09).MP4","77192","1","12.97268",303.44706,"1.42709","1.15877","1284.89741","6.70978","16.48133","39.34052","-144.56824","-40.47677","-1276.09678","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0787","113.3764","20210512","11:07","NPZ6","No-take","npz6.10","112","Molly","Y","Y"
"npz6.10","3","L027 (09).MP4","75587","R028 (09).MP4","77294","1","13.00104",327.17062,"1.65528","3.96519","1277.90530","21.49205","2.31826","1.01973","-435.82341","-171.05216","-1189.05049","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0787","113.3764","20210512","11:07","NPZ6","No-take","npz6.10","112","Molly","Y","Y"
"npz6.10","4","L027 (09).MP4","75765","R028 (09).MP4","77472","1","13.05054",292.07022,"1.82864","1.65612","1382.25058","16.87635","11.38934","10.46048","-356.22766","-184.73041","-1322.72189","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0787","113.3764","20210512","11:07","NPZ6","No-take","npz6.10","112","Molly","Y","Y"
"npz6.10","5","L027 (09).MP4","76872","R028 (09).MP4","78579","1","13.35835",414.13365,"3.91798","1.17397","1872.45618","25.13741","13.37338","9.69180","-794.46180","-38.66109","-1695.11885","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0787","113.3764","20210512","11:07","NPZ6","No-take","npz6.10","112","Molly","Y","Y"
"npz6.10","6","L027 (09).MP4","77011","R028 (09).MP4","78718","1","13.39699",446.80786,"6.74832","1.47428","2511.48532","26.80559","8.52522","5.02873","-1113.74969","-205.72881","-2241.60563","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0787","113.3764","20210512","11:07","NPZ6","No-take","npz6.10","112","Molly","Y","Y"
"npz6.10","7","L027 (09).MP4","77029","R028 (09).MP4","78736","1","13.40200",446.26441,"2.60532","1.79645","2083.98847","3.47582","7.91683","4.87484","122.81826","29.64984","-2080.15492","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0787","113.3764","20210512","11:07","NPZ6","No-take","npz6.10","112","Molly","Y","Y"
"npz6.10","8","L027 (09).MP4","77041","R028 (09).MP4","78748","1","13.40534",452.64395,"2.41258","0.34627","1327.79347","18.90628","25.86670","9.02164","420.64818","90.30854","-1256.15882","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0787","113.3764","20210512","11:07","NPZ6","No-take","npz6.10","112","Molly","Y","Y"
"npz6.10","9","L027 (09).MP4","77156","R028 (09).MP4","78863","1","13.43731",459.07871,"8.10476","3.85431","2500.12803","17.73404","25.04243","1.34419","743.61172","-164.25434","-2381.32364","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0787","113.3764","20210512","11:07","NPZ6","No-take","npz6.10","112","Molly","Y","Y"
"npz6.10","10","L027 (11).MP4","56309","R028 (11).MP4","58016","1","52.71989",424.6619,"6.00635","15.06026","2695.93282","17.70381","2.62286","5.17204","-808.48690","135.86493","-2568.25689","Tetraodontidae","Lagocephalus","sceleratus","37467007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0787","113.3764","20210512","11:07","NPZ6","No-take","npz6.10","112","Molly","Y","Y"
"npz6.10","11","L027 (11).MP4","56345","R028 (11).MP4","58052","1","52.72990",591.70621,"27.87015","17.60424","3868.42491","19.68766","45.79202","2.80937","-1303.00091","-25.14520","-3642.28879","Tetraodontidae","Lagocephalus","sceleratus","37467007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0787","113.3764","20210512","11:07","NPZ6","No-take","npz6.10","112","Molly","Y","Y"
"npz6.13","1","L039 (11).MP4","57873","R040 (11).MP4","59574","1","47.14738",544.82221,"2.46962","4.09571","1240.31316","13.56502","34.05332","16.26686","288.02126","40.92161","-1205.71386","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0611","113.3714","20210512","11:19","NPZ6","No-take","npz6.13","109","Molly","Y","Y"
"npz6.13","2","L039 (11).MP4","58037","R040 (11).MP4","59738","1","47.19298",478.18797,"3.13445","5.10107","1802.04670","12.83615","14.46582","2.75751","392.93531","-76.69110","-1757.01241","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0611","113.3714","20210512","11:19","NPZ6","No-take","npz6.13","109","Molly","Y","Y"
"npz6.13","3","L039 (11).MP4","58058","R040 (11).MP4","59759","1","47.19882",426.01511,"6.82824","3.67404","2235.21474","24.45578","32.61665","18.03454","-862.94073","334.09824","-2034.67358","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0611","113.3714","20210512","11:19","NPZ6","No-take","npz6.13","109","Molly","Y","Y"
"npz6.13","4","L039 (11).MP4","58141","R040 (11).MP4","59842","1","47.22190",441.41138,"2.39938","4.35553","1830.18918","11.71882","3.24178","7.71058","362.76995","-81.11347","-1792.04102","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0611","113.3714","20210512","11:19","NPZ6","No-take","npz6.13","109","Molly","Y","Y"
"npz6.14","1","L029 (03).MP4","18930","R030 (03).MP4","18082","1","8.52046",481.74457,"4.89071","7.18869","2221.94949","18.21962","17.41276","3.19862","-462.70423","518.20251","-2110.55218","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"npz6.14","2","L029 (03).MP4","18930","R030 (03).MP4","18082","1","8.52046",385.92729,"8.89946","8.39250","2236.86838","26.94659","48.30232","2.34773","-959.16810","327.87295","-1994.01004","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"npz6.14","3","L029 (03).MP4","19001","R030 (03).MP4","18153","1","8.54020",322.35062,"4.23105","2.40542","1595.86071","25.44222","40.49465","11.82140","-679.26988","92.82457","-1441.09245","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"npz6.14","4","L029 (03).MP4","19130","R030 (03).MP4","18282","1","8.57607",395.60811,"1.08710","5.92740","1243.95501","5.21655","4.86903","34.98973","112.27459","13.64543","-1238.80276","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"npz6.14","5","L029 (03).MP4","20077","R030 (03).MP4","19229","1","8.83939",523.25876,"3.50314","5.35473","1279.71016","17.87670","47.44540","4.44467","384.04274","82.63319","-1217.92488","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"npz6.14","6","L029 (03).MP4","40636","R030 (03).MP4","39788","1","14.55593",425.19382,"3.54244","9.38287","1719.36352","23.81705","25.29939","30.61050","680.69110","136.83848","-1572.94175","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"npz6.14","7","L029 (03).MP4","40775","R030 (03).MP4","39927","1","14.59458",270.85874,"2.85763","8.39504","2035.52127","18.06117","1.27271","48.68275","453.10814","439.26239","-1935.22309","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"npz6.14","8","L029 (03).MP4","42258","R030 (03).MP4","41410","1","15.00694",542.53282,"4.33327","13.18675","3130.68968","20.54905","2.40679","0.11334","-377.39320","1032.06422","-2931.49035","Carangidae","Seriola","hippos","37337007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"npz6.14","9","L029 (03).MP4","70287","R030 (03).MP4","69439","1","22.80056",602.06538,"29.79250","18.06522","4991.72879","23.77068","21.46497","10.13118","-1886.60031","699.34818","-4568.26091","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"npz6.15","1","L043 (11).MP4","42241","R044 (11).MP4","43492","1","31.13777",728.54002,"4.86512","4.55860","1663.20264","8.03841","79.19328","55.15089","232.41347","-8.72270","-1646.86093","Triakidae","Mustelus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0588","113.3488","20210512","11:41","NPZ6","No-take","npz6.15","145","Molly","Y","Y"
"npz6.17","1","L031 (08).MP4","78311","R032 (08).MP4","79834","1","13.75930",510.44865,"1.28375","5.04323","1166.98323","16.01503","9.00729","15.15397","-163.77594","-277.19068","-1121.69186","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"npz6.17","2","L031 (08).MP4","78451","R032 (08).MP4","79974","1","13.79823",436.31224,"1.99915","7.28392","1714.39460","4.18312","9.48548","23.13896","108.16347","-62.76561","-1709.82747","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"npz6.17","3","L031 (08).MP4","78621","R032 (08).MP4","80144","1","13.84550",366.13704,"2.52977","9.80990","1516.51434","14.69212","19.89283","24.65765","379.28668","63.86367","-1466.92836","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"npz6.17","4","L031 (09).MP4","34033","R032 (09).MP4","35556","1","23.98702",648.13341,"2.40449","8.35730","1605.17073","5.76377","12.33818","6.55071","-160.93362","9.31199","-1597.05564","Carangidae","Seriola","hippos","37337007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"npz6.18","1","L035 (04).MP4","14507","R036 (03).MP4","439","1","14.26842",666.26856,"3.80454","5.74357","1968.37392","22.74141","3.27322","10.28383","734.06520","-200.36684","-1815.35047","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0962","113.4438","20210512","08:48","NPZ6","No-take","npz6.19","42.7","Molly","Y","Y"
"npz6.18","2","L035 (04).MP4","14549","R036 (03).MP4","481","1","14.28010",629.01199,"4.96338","5.96381","2239.08921","24.95719","0.82752","4.69181","915.20862","-234.45964","-2030.01043","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0962","113.4438","20210512","08:48","NPZ6","No-take","npz6.19","42.7","Molly","Y","Y"
"npz6.18","3","L035 (04).MP4","14690","R036 (03).MP4","622","1","14.31930",551.74505,"2.81587","5.34873","1827.17865","16.62615","2.46644","3.74929","472.93702","-222.83067","-1750.78808","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0962","113.4438","20210512","08:48","NPZ6","No-take","npz6.19","42.7","Molly","Y","Y"
"npz6.18","4","L035 (04).MP4","14727","R036 (03).MP4","659","1","14.32959",632.83368,"4.68813","14.10258","2004.40577","4.02338","22.02644","1.95137","41.09620","-134.49780","-1999.46591","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0962","113.4438","20210512","08:48","NPZ6","No-take","npz6.19","42.7","Molly","Y","Y"
"npz6.18","5","L035 (04).MP4","14760","R036 (03).MP4","692","1","14.33877",676.62326,"5.09092","7.24814","2390.70945","15.06285","11.01038","0.38280","589.64035","195.78190","-2308.56782","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0962","113.4438","20210512","08:48","NPZ6","No-take","npz6.19","42.7","Molly","Y","Y"
"npz6.18","6","L035 (04).MP4","14760","R036 (03).MP4","692","1","14.33877",689.92638,"4.90462","8.30338","2311.57097","16.95508","6.63463","0.23365","673.81942","-19.61374","-2211.09544","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0962","113.4438","20210512","08:48","NPZ6","No-take","npz6.19","42.7","Molly","Y","Y"
"npz6.18","7","L035 (04).MP4","14849","R036 (03).MP4","781","1","14.36352",609.31968,"5.49620","8.10058","1774.07899","10.50280","37.57394","10.49330","-223.78475","-233.44911","-1744.35608","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0962","113.4438","20210512","08:48","NPZ6","No-take","npz6.19","42.7","Molly","Y","Y"
"npz6.18","8","L035 (04).MP4","14914","R036 (03).MP4","846","1","14.38159",639.36275,"8.70975","6.11598","2916.51496","26.02771","3.68643","0.37999","1263.65454","-202.54138","-2620.72771","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0962","113.4438","20210512","08:48","NPZ6","No-take","npz6.19","42.7","Molly","Y","Y"
"npz6.18","9","L035 (04).MP4","14932","R036 (03).MP4","864","1","14.38659",666.49832,"6.80525","9.64385","2181.61159","14.07577","28.17051","3.52459","485.27965","-214.51618","-2116.10860","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0962","113.4438","20210512","08:48","NPZ6","No-take","npz6.19","42.7","Molly","Y","Y"
"npz6.2","1","L033 (03).MP4","49343","R034 (03).MP4","47807","1","3.06250",358.3793,"7.87292","1.29293","2027.70873","27.69208","65.53703","16.42522","-938.95344","-79.53733","-1795.45063","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"npz6.2","2","L033 (04).MP4","40252","R034 (04).MP4","38716","1","23.07416",691.3613,"13.27660","0.54158","3092.39736","9.49095","29.54073","0.32934","235.90501","452.05976","-3050.06758","Scombridae","Scomberomorus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"npz6.2","3","L033 (04).MP4","40452","R034 (04).MP4","38916","1","23.12977",292.49548,"5.05237","1.22043","1899.11130","27.07341","31.10643","5.34054","-820.39448","-272.11477","-1691.01454","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"npz6.2","4","L033 (04).MP4","40791","R034 (04).MP4","39255","1","23.22403",327.38365,"4.47980","3.58722","1946.83829","25.88592","19.24017","5.74203","-805.79024","-270.40845","-1751.50241","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"npz6.20","1","L039 (03).MP4","70414","R040 (03).MP4","68854","1","13.71481",650.97792,"1.54696","9.71957","1280.79796","20.45500","8.63051","19.07965","289.44999","-341.41868","-1200.03975","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","2","L039 (03).MP4","73284","R040 (03).MP4","71724","1","14.51283",769.94355,"8.51172","7.06226","2005.41885","21.22331","54.93790","4.71047","636.70949","348.75822","-1869.40458","Carangidae","Carangoides","sp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","8","L039 (03).MP4","74952","R040 (03).MP4","73392","1","14.97663",557.49136,"1.90112","2.98611","1397.60402","20.66791","10.81594","13.70249","336.27180","-360.90422","-1307.65684","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","9","L039 (03).MP4","75442","R040 (03).MP4","73882","1","15.11288",535.18968,"1.55263","5.55782","1492.43634","12.57883","4.84825","41.96191","102.42083","-308.46772","-1456.61383","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","10","L039 (04).MP4","11254","R040 (04).MP4","9754","1","19.82119",422.51928,"2.32910","2.36561","1397.27988","11.17102","25.86806","30.56962","269.99440","-19.62215","-1370.80599","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","11","L039 (04).MP4","11493","R040 (04).MP4","9993","1","19.88765",325.33232,"3.34871","4.44677","1398.05301","22.18796","40.49085","0.27003","-518.77364","-98.10978","-1294.52718","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","12","L039 (04).MP4","12208","R040 (04).MP4","10708","1","20.08646",373.96972,"1.89072","3.18474","1245.72397","17.26131","23.01902","13.26910","-254.52426","-268.05584","-1189.61829","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","13","L039 (04).MP4","12409","R040 (04).MP4","10909","1","20.14234",419.0732,"3.97995","4.67562","2174.64558","19.24648","3.67282","3.71638","-649.32070","-303.70032","-2053.10305","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","16","L039 (04).MP4","49896","R040 (04).MP4","48396","1","30.56581",336.91902,"4.60405","5.57065","2062.25401","17.70100","18.66481","2.50470","-556.36898","-289.16634","-1964.61904","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","17","L039 (04).MP4","50397","R040 (04).MP4","48897","1","30.70512",251.13499,"2.99941","2.88932","1284.79624","25.41814","50.49130","9.43684","-443.98276","-327.09201","-1160.42729","Labridae","Choerodon","rubescens","37384039",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","18","L039 (04).MP4","50791","R040 (04).MP4","49291","1","30.81467",686.08892,"21.35982","15.60951","4562.17345","7.13782","20.81552","8.56459","-566.83410","7.16926","-4526.81724","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","19","L039 (04).MP4","50945","R040 (04).MP4","49445","1","30.85749",528.89089,"1.44382","4.02675","1316.18143","14.20111","14.93281","51.80573","-322.86959","-3.94266","-1275.95974","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.20","20","L039 (04).MP4","50979","R040 (04).MP4","49479","1","30.86695",626.32466,"2.52636","5.91680","1542.32903","8.67286","16.88071","15.03654","215.60663","-87.19730","-1524.69316","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"npz6.21","1","L035 (11).MP4","4312","R036 (10).MP4","6540","1","29.77057",1185.30176,"2.18519","5.26266","1290.11220","4.50763","5.49947","7.92068","-58.24642","82.99251","-1286.12172","Carcharhinidae","Carcharhinus","plumbeus","37018007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"npz6.21","2","L035 (11).MP4","23680","R036 (10).MP4","25908","1","35.15595",520.31555,"1.41526","11.03981","1351.24743","14.14778","6.15459","44.81142","-323.59270","66.11040","-1310.26211","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"npz6.21","3","L035 (11).MP4","23908","R036 (10).MP4","26136","1","35.21935",613.54899,"2.00328","5.88791","1305.19877","10.98630","35.81370","54.24981","-224.78941","106.48952","-1281.27808","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"npz6.21","4","L035 (11).MP4","23948","R036 (10).MP4","26176","1","35.23047",503.39618,"1.82443","6.83957","1392.97130","17.34211","7.25948","22.36173","-408.82009","-72.57572","-1329.64955","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"npz6.21","5","L035 (11).MP4","24029","R036 (10).MP4","26257","1","35.25300",546.12797,"2.12233","7.20530","1482.27959","14.23680","16.15304","31.88152","-361.24420","48.88567","-1436.75524","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"npz6.21","6","L035 (11).MP4","24585","R036 (10).MP4","26813","1","35.40759",585.99331,"1.39063","5.59055","1368.12918","9.52351","0.65992","32.90560","203.07289","100.00126","-1349.27336","Lethrinidae","Lethrinus","nebulosus","37351008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
