"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"npz9.17","6","L029 (020).MP4","30046","R031 (020).MP4","30750","1","26.87852",396.66921,"3.73823","3.90451","1650.92655","17.84131","28.74819","7.77376","214.15569","-458.24116","-1571.53137","Serranidae","Epinephelus","areolatus","37311009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","7","L029 (020).MP4","34347","R031 (020).MP4","35051","1","28.07444",387.95213,"2.13499","0.61794","1239.95182","17.04504","25.99806","9.50581","-284.91082","-225.67284","-1185.48644","Serranidae","Epinephelus","areolatus","37311009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","8","L029 (020).MP4","70800","R031 (020).MP4","71504","1","38.21039",557.10961,"3.42210","1.18683","1280.03869","7.62306","43.44012","16.63735","-164.40849","42.46438","-1268.72600","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","9","L029 (020).MP4","71020","R031 (020).MP4","71724","1","38.27157",507.89163,"2.63566","2.59742","1838.35896","15.73779","7.40022","30.01712","-451.83322","-210.89439","-1769.44454","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","10","L029 (020).MP4","71065","R031 (020).MP4","71769","1","38.28408",451.00248,"1.65475","2.72997","1463.94182","9.03245","3.14432","4.13992","227.25993","-34.27421","-1445.78831","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","11","L029 (020).MP4","71266","R031 (020).MP4","71970","1","38.33997",451.28915,"2.76554","2.34551","1907.10388","13.25818","6.39085","7.41250","-369.28385","-234.36160","-1856.27296","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","12","L029 (020).MP4","73412","R031 (020).MP4","74116","1","38.93668",460.40602,"2.20731","6.51724","1735.93618","18.05434","4.30629","30.49400","348.04953","-410.24973","-1650.46391","Serranidae","Epinephelus","morrhua","37311151",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","13","L029 (021).MP4","7267","R031 (021).MP4","7971","1","43.08415",461.41773,"2.57213","5.87010","1825.13420","10.49680","11.24723","26.90443","-300.88071","141.52687","-1794.59070","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","14","L029 (021).MP4","8584","R031 (021).MP4","9288","1","43.45035",512.21117,"1.54690","2.71904","1325.26432","17.66844","5.67706","34.10406","-382.36764","124.83120","-1262.75004","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","15","L029 (021).MP4","8752","R031 (021).MP4","9456","1","43.49706",428.32901,"1.67621","1.82835","1446.18313","15.41122","3.61416","5.14673","271.67381","-271.83088","-1394.18326","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","16","L029 (021).MP4","10330","R031 (021).MP4","11034","1","43.93584",455.09622,"1.65363","3.45117","1299.87567","5.64714","14.87150","18.73992","98.70497","-81.35271","-1293.56709","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","17","L029 (021).MP4","57593","R031 (021).MP4","58297","1","57.07758",765.62454,"7.02940","2.26127","3563.28012","7.16822","5.46518","5.10726","426.88522","-124.38158","-3535.42974","Carangidae","Seriola","hippos","37337007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.17","18","L029 (021).MP4","58495","R031 (021).MP4","59199","1","57.32838",851.07802,"48.88960","12.30177","6758.12848","5.30324","23.38309","22.16802","-547.93714","299.88418","-6729.20017","Carangidae","Seriola","hippos","37337007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1012","113.0913","20210515","13:37","NPZ9","No-take","npz9.17","114","Molly","Y","Y"
"npz9.18","1","L039 (022).MP4","14129","R040 (022).MP4","16894","1","39.46359",458.67829,"7.28218","5.09713","2229.06928","21.43287","32.88193","5.39606","759.36703","294.64332","-2074.92094","Tetraodontidae","Lagocephalus","sceleratus","37467007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Y","Y"
"npz9.18","2","L039 (022).MP4","16032","R040 (022).MP4","18797","1","39.99273",389.88779,"3.11330","3.48829","2162.49222","15.72836","1.03856","11.77976","470.60888","349.51347","-2081.52353","Monacanthidae","Nelusetta","ayraud","37465006",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Y","Y"
"npz9.18","3","L039 (022).MP4","16228","R040 (022).MP4","18993","1","40.04723",504.76898,"3.44364","4.42376","1514.12377","14.10513","29.96679","7.78037","327.37727","-170.23877","-1468.47325","Monacanthidae","Nelusetta","ayraud","37465006",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Y","Y"
"npz9.18","4","L039 (022).MP4","17525","R040 (022).MP4","20290","1","40.40787",684.82793,"12.32011","7.09156","3933.13880","15.95168","7.93725","0.19750","-1032.63938","-319.47966","-3781.68870","Triakidae","Mustelus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Y","Y"
"npz9.18","5","L039 (022).MP4","77440","R040 (022).MP4","80205","1","57.06757",385.9404,"4.30860","3.52506","1870.90227","17.82399","23.06950","11.41841","535.28775","-203.51918","-1781.10142","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Y","Y"
"npz9.18","6","L039 (022).MP4","77460","R040 (022).MP4","80225","1","57.07313",409.18672,"2.98356","5.43053","3059.19594","4.57950","0.03806","1.04369","-158.30642","-186.00698","-3049.42950","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Y","Y"
"npz9.18","7","L039 (023).MP4","706","R040 (023).MP4","3471","1","58.27099",388.39563,"1.87356","2.96247","1363.42867","2.92285","30.44178","53.86464","-68.51001","-11.82483","-1361.65498","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Y","Y"
"npz9.18","8","L039 (023).MP4","776","R040 (023).MP4","3541","1","58.29045",396.0751,"1.60962","4.75276","1310.39067","16.02768","8.33154","10.08194","337.05926","-131.49580","-1259.45370","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Y","Y"
"npz9.18","9","L039 (023).MP4","2100","R040 (023).MP4","4865","1","58.65860",320.83566,"1.69322","3.18899","1394.03871","13.29229","10.81568","1.65204","-254.52566","-194.79974","-1356.69218","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1236","113.0664","20210515","14:08","NPZ9","No-take","npz9.18","132","Molly","Y","Y"
"npz9.2","0","L031 (011).MP4","78676","R032 (011).MP4","77520","1","9.78172",598.5451,"8.94691","6.24282","2713.18303","20.22862","18.92141","1.97567","-903.11777","-253.89748","-2545.83513","Lethrinidae","Gymnocranius","grandoculis","37351005",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1411","113.1465","20210515","10:52","NPZ9","No-take","npz9.2","92.1","Molly","Y","Y"
"npz9.2","1","L031 (012).MP4","32743","R032 (012).MP4","31527","1","19.54953",414.05275,"10.65729","3.99257","2349.56863","24.91202","50.66946","2.81776","-932.56869","331.39290","-2130.95451","Tetraodontidae","Lagocephalus","sceleratus","37467007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1411","113.1465","20210515","10:52","NPZ9","No-take","npz9.2","92.1","Molly","Y","Y"
"npz9.2","2","L031 (013).MP4","68493","R032 (013).MP4","67277","1","52.02948",512.69107,"2.15507","2.03956","1463.78608","11.21539","15.06286","25.46024","-281.66122","-41.50811","-1435.83207","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1411","113.1465","20210515","10:52","NPZ9","No-take","npz9.2","92.1","Molly","Y","Y"
"npz9.21","1","L035 (012).MP4","37306","R036 (09).MP4","36162","1","4.41747",622.29766,"14.81409","4.44242","2691.94807","19.65365","52.04593","7.13252","-898.75186","109.45433","-2535.12313","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Y","Y"
"npz9.21","2","L035 (012).MP4","37345","R036 (09).MP4","36201","1","4.42831",643.08016,"21.75870","2.82272","3148.40191","18.32396","57.35801","0.07267","-919.44785","366.56255","-2988.75929","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Y","Y"
"npz9.21","4","L035 (013).MP4","71236","R036 (010).MP4","70092","1","36.39135",360.94625,"1.03629","2.14226","1258.70203","1.24507","4.50921","33.60135","-24.41306","12.33011","-1258.40485","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Y","Y"
"npz9.21","5","L035 (013).MP4","71823","R036 (010).MP4","70679","1","36.55457",471.70516,"2.34152","3.64057","1247.73957","4.44789","56.37788","55.18494","31.44333","91.51410","-1243.98172","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Y","Y"
"npz9.21","6","L035 (014).MP4","25126","R036 (011).MP4","23982","1","46.10967",537.53414,"0.91938","1.52845","838.53700","6.70980","13.69137","1.55236","53.05466","82.36709","-832.79359","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Y","Y"
"npz9.21","7","L035 (014).MP4","25332","R036 (011).MP4","24188","1","46.16695",564.41833,"1.85203","3.48696","1081.23399","8.58378","28.51649","4.59733","-146.55564","-67.56431","-1069.12275","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Y","Y"
"npz9.21","9","L035 (014).MP4","25875","R036 (011).MP4","24731","1","46.31794",501.94357,"8.28146","17.35529","4068.44901","6.28510","7.64881","5.20843","-388.41744","217.96844","-4043.99542","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Y","Y"
"npz9.21","10","L035 (014).MP4","26050","R036 (011).MP4","24906","1","46.36660",566.38168,"1.43571","7.46614","1308.31516","11.34712","7.71325","32.00429","256.07666","26.20911","-1282.74175","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Y","Y"
"npz9.21","11","L035 (014).MP4","26156","R036 (011).MP4","25012","1","46.39607",502.63841,"1.45806","8.60632","1309.12554","14.25250","2.78201","27.79203","320.37701","-35.16338","-1268.83087","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1362","113.1014","20210515","11:26","NPZ9","No-take","npz9.21","122","Molly","Y","Y"
"npz9.22","3","L037 (012).MP4","36442","R038 (012).MP4","35509","1","20.36952",129.05533,"3.39294","7.14168","2423.84040","16.80622","5.89054","17.47113","389.67050","582.49794","-2320.31363","Labridae",NA,NA,NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1537","113.1413","20210515","10:34","NPZ9","No-take","npz9.22","102","Molly","Y","Y"
"npz9.22","4","L037 (013).MP4","74515","R038 (013).MP4","73582","1","53.49539",563.64699,"4.72007","7.42384","2362.16854","10.89189","16.03533","8.55267","-23.32281","445.73710","-2319.61521","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1537","113.1413","20210515","10:34","NPZ9","No-take","npz9.22","102","Molly","Y","Y"
"npz9.22","5","L037 (014).MP4","5138","R038 (014).MP4","4205","1","56.74419",568.63479,"2.58007","5.75440","1445.86645","15.94113","19.25479","14.90250","395.01916","-40.66325","-1390.26478","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1537","113.1413","20210515","10:34","NPZ9","No-take","npz9.22","102","Molly","Y","Y"
"npz9.24","0","L039 (013).MP4","80600","R040 (014).MP4","776","1","46.14443",590.91935,"24.69721","13.66778","3661.34016","27.45699","62.17014","12.76580","1654.26455","336.69237","-3248.91656","Lethrinidae","Gymnocranius","grandoculis","37351005",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1311","113.1067","20210515","11:14","NPZ9","No-take","npz9.24","117","Molly","Y","Y"
"npz9.24","1","L039 (014).MP4","23717","R040 (014).MP4","24954","1","52.86726",667.64575,"6.90826","7.47106","2312.21195","20.01752","26.14561","3.51389","720.42548","-327.77981","-2172.52655","Triakidae","Mustelus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1311","113.1067","20210515","11:14","NPZ9","No-take","npz9.24","117","Molly","Y","Y"
"npz9.24","2","L039 (014).MP4","25867","R040 (014).MP4","27104","1","53.46508",772.52825,"16.40398","12.01978","4031.25012","4.29060","20.75306","1.59704","71.46074","-293.01010","-4019.95224","Triakidae","Hemitriakis","falcata","37017009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1311","113.1067","20210515","11:14","NPZ9","No-take","npz9.24","117","Molly","Y","Y"
"npz9.25","1","L035 (020).MP4","71135","R036 (017).MP4","73521","1","6.41335",644.11226,"22.62459","11.67704","3733.39591","22.16554","41.21426","1.54597","924.66073","1062.55128","-3457.48931","Tetraodontidae","Lagocephalus","sceleratus","37467007",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1462","113.074","20210515","14:17","NPZ9","No-take","npz9.25","133","Molly","Y","Y"
"npz9.25","3","L035 (022).MP4","15660","R036 (019).MP4","18107","1","36.08410",778.53352,"6.16123","19.97418","2775.59181","7.79641","11.78104","1.86430","-366.26352","-87.27841","-2749.93517","Triakidae","Hemitriakis","falcata","37017009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1462","113.074","20210515","14:17","NPZ9","No-take","npz9.25","133","Molly","Y","Y"
"npz9.25","4","L035 (022).MP4","79568","R036 (020).MP4","954","1","53.85408",538.58457,"6.94009","11.80080","1870.19854","24.31904","52.65330","5.76520","-766.91793","-70.80948","-1704.24924","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1462","113.074","20210515","14:17","NPZ9","No-take","npz9.25","133","Molly","Y","Y"
"npz9.25","5","L035 (022).MP4","79758","R036 (020).MP4","1144","1","53.90691",560.72728,"1.75519","10.62344","1752.72854","8.52421","2.17047","31.42155","-77.11308","248.09435","-1733.36669","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1462","113.074","20210515","14:17","NPZ9","No-take","npz9.25","133","Molly","Y","Y"
"npz9.25","6","L035 (022).MP4","79821","R036 (020).MP4","1207","1","53.92443",708.63405,"3.97230","19.02940","2458.69802","12.30505","0.45817","10.17474","455.76882","258.53282","-2402.21388","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1462","113.074","20210515","14:17","NPZ9","No-take","npz9.25","133","Molly","Y","Y"
"npz9.25","7","L035 (023).MP4","515","R036 (020).MP4","2963","1","54.41269",589.49042,"4.64933","19.27640","2505.62641","3.36228","12.71982","4.03911","-114.95360","91.54703","-2501.31336","Lutjanidae","Pristipomoides","multidens","37346002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1462","113.074","20210515","14:17","NPZ9","No-take","npz9.25","133","Molly","Y","Y"
"npz9.25","8","L035 (023).MP4","16124","R036 (020).MP4","18572","1","58.75286",347.14732,"1.35604","12.10421","1310.11210","13.39909","4.04547","1.45283","230.81461","197.21761","-1274.45030","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1462","113.074","20210515","14:17","NPZ9","No-take","npz9.25","133","Molly","Y","Y"
"npz9.25","9","L035 (023).MP4","16142","R036 (020).MP4","18590","1","58.75787",468.37636,"1.92217","14.83806","1733.60330","6.95679","3.75450","0.09932","195.19327","-77.39017","-1720.84013","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1462","113.074","20210515","14:17","NPZ9","No-take","npz9.25","133","Molly","Y","Y"
"npz9.25","10","L035 (023).MP4","16216","R036 (020).MP4","18664","1","58.77844",370.78897,"1.77980","9.12496","1313.93294","20.03075","5.85485","9.08857","-447.38465","48.94537","-1234.45174","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1462","113.074","20210515","14:17","NPZ9","No-take","npz9.25","133","Molly","Y","Y"
"npz9.25","11","L035 (023).MP4","16237","R036 (020).MP4","18685","1","58.78428",429.99554,"2.24377","13.55059","1512.68439","2.79958","16.40283","7.34803","-62.68433","-39.10751","-1510.87900","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1462","113.074","20210515","14:17","NPZ9","No-take","npz9.25","133","Molly","Y","Y"
"npz9.25","12","L035 (023).MP4","16462","R036 (020).MP4","18910","1","58.84684",413.6928,"1.89802","13.49816","1593.41899","7.77701","9.85614","14.74982","173.68477","-127.76866","-1578.76308","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1462","113.074","20210515","14:17","NPZ9","No-take","npz9.25","133","Molly","Y","Y"
"npz9.26","1","L037 (04).MP4","320","R038 (03).MP4","77329","1","1.80653",43.93856,"2.28813","3.58875","1166.82531","19.16851","40.53118","19.72288","239.49952","299.03863","-1102.13301","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1437","113.2139","20210515","08:14","NPZ9","No-take","npz9.26","90.9","Molly","Y","Y"
"npz9.26","2","L037 (04).MP4","52799","R038 (04).MP4","48747","1","16.39860",305.84303,"5.09975","6.60818","2541.96788","15.02696","10.01029","23.35990","647.58924","-122.45396","-2455.04254","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1437","113.2139","20210515","08:14","NPZ9","No-take","npz9.26","90.9","Molly","Y","Y"
"npz9.26","3","L037 (05).MP4","49168","R038 (05).MP4","45116","1","37.94541",568.52267,"7.13331","4.32736","2612.18431","7.48991","20.01766","4.91652","309.95359","-140.96317","-2589.89672","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1437","113.2139","20210515","08:14","NPZ9","No-take","npz9.26","90.9","Molly","Y","Y"
"npz9.26","4","L037 (05).MP4","49415","R038 (05).MP4","45363","1","38.01409",503.89283,"1.72980","4.43875","1180.80123","10.83834","22.18137","14.24137","57.27599","-214.52166","-1159.73767","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1437","113.2139","20210515","08:14","NPZ9","No-take","npz9.26","90.9","Molly","Y","Y"
"npz9.26","5","L037 (05).MP4","49458","R038 (05).MP4","45406","1","38.02604",396.97838,"1.68740","4.69276","1742.61625","4.43750","2.59069","3.12081","133.93032","15.54107","-1737.39245","Sparidae","Chrysophrys","auratus","37353001",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1437","113.2139","20210515","08:14","NPZ9","No-take","npz9.26","90.9","Molly","Y","Y"
"npz9.26","7","L037 (05).MP4","71824","R038 (05).MP4","67772","1","44.24503",511.28439,"1.50694","3.27009","1212.46985","15.96258","9.86482","11.86718","-332.20761","28.64877","-1165.71887","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1437","113.2139","20210515","08:14","NPZ9","No-take","npz9.26","90.9","Molly","Y","Y"
"npz9.26","8","L037 (05).MP4","71963","R038 (05).MP4","67911","1","44.28368",503.55102,"3.12485","3.44573","1547.41193","12.80692","24.13285","13.59151","-333.57718","79.88459","-1508.91629","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1437","113.2139","20210515","08:14","NPZ9","No-take","npz9.26","90.9","Molly","Y","Y"
"npz9.26","9","L037 (05).MP4","72402","R038 (05).MP4","68350","1","44.40575",516.07465,"1.44920","3.33890","1228.94529","20.51296","8.48218","3.98717","301.09478","-307.89280","-1151.02150","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1437","113.2139","20210515","08:14","NPZ9","No-take","npz9.26","90.9","Molly","Y","Y"
"npz9.26","10","L037 (05).MP4","72424","R038 (05).MP4","68372","1","44.41187",514.32389,"1.43973","0.52938","1315.88649","13.49869","6.14577","35.63051","290.67231","-99.27661","-1279.53547","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1437","113.2139","20210515","08:14","NPZ9","No-take","npz9.26","90.9","Molly","Y","Y"
"npz9.26","11","L037 (05).MP4","72553","R038 (05).MP4","68501","1","44.44774",412.26127,"2.15607","3.41141","1509.33792","20.14782","9.65795","15.59603","453.64338","-253.93781","-1416.97715","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_stereo-BRUVs",NA,NA,NA,NA,NA,NA,"-27.1437","113.2139","20210515","08:14","NPZ9","No-take","npz9.26","90.9","Molly","Y","Y"
