"campaignid","sample","filename","periodtime","family","genus","species","maxn","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (02).MP4","2.60260","Labridae","Austrolabrus","maculatus",1,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","22.44993","Labridae","Bodianus","bilunulatus",1,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","14.57345","Labridae","Choerodon","rubescens",2,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (04).MP4","44.07876","Labridae","Coris","auricularis",41,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","7.73273","Labridae","Labroides","dimidiatus",3,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","5.96429","Labridae",NA,"sp1",1,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","8.52046","Lethrinidae","Lethrinus","miniatus",5,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","22.80056","Lethrinidae","Lethrinus","nebulosus",1,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","22.95821","Mullidae","Parupeneus","spilurus",6,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (05).MP4","51.65327","Pomacentridae","Chromis","spp",44,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","23.72676","Pomacentridae","Parma","occidentalis",1,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","22.80056","Scaridae","Scarus","sp3",3,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","7.51529","Scaridae","Scarus","spp",1,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","24.18138","Serranidae","Epinephelus","rivulatus",1,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.14","L029 (03).MP4","22.80056","Trygonorrhinidae","Aptychotrema","vincentiana",1,"-28.0937","113.4213","20210512","08:56","NPZ6","No-take","npz6.14","42.1","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.15","L043 (11).MP4","31.15029","Triakidae","Mustelus","spp",1,"-28.0588","113.3488","20210512","11:41","NPZ6","No-take","npz6.15","145","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (09).MP4","35.10312","Apogonidae","Ostorhinchus","spp",3,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (09).MP4","23.53073","Carangidae","Seriola","hippos",1,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (10).MP4","58.19814","Chaetodontidae","Chaetodon","assarius",3,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (09).MP4","19.16053","Cirrhitidae","Paracirrhites","forsteri",1,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (10).MP4","49.68102","Dasyatidae","Taeniurops","meyeni",1,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (10).MP4","45.36004","Labridae","Bodianus","solatus",2,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (10).MP4","45.94145","Labridae","Bodianus","vulpinus",1,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (10).MP4","47.38345","Labridae","Coris","auricularis",2,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (08).MP4","6.00517","Monacanthidae","Nelusetta","ayraud",1,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (10).MP4","57.58697","Nempiteridae","Pentapodus","nagasakiensis",3,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (08).MP4","13.63640","Sparidae","Chrysophrys","auratus",3,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.17","L031 (08).MP4","0.98877","Unknown","Unknown","sp",1,"-28.0837","113.3839","20210512","11:03","NPZ6","No-take","npz6.18","94","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.18","L035 (04).MP4","17.55059","Haemulidae","Diagramma","pictum",9,"-28.0962","113.4438","20210512","08:48","NPZ6","No-take","npz6.19","42.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.18","L035 (04).MP4","11.00043","Tetraodontidae",NA,"spp",1,"-28.0962","113.4438","20210512","08:48","NPZ6","No-take","npz6.19","42.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.2","L033 (03).MP4","3.05583","Labridae","Choerodon","rubescens",1,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.2","L033 (04).MP4","19.28927","Labridae","Coris","auricularis",164,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.2","L033 (05).MP4","40.06697","Labridae","Labroides","dimidiatus",1,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.2","L033 (04).MP4","23.21875","Lethrinidae","Lethrinus","miniatus",2,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.2","L033 (06).MP4","57.65955","Mullidae","Parupeneus","spilurus",1,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.2","L033 (03).MP4","4.97469","Muraenidae","Gymnothorax","woodwardi",1,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.2","L033 (04).MP4","18.79489","Nemipteridae","Pentapodus","nagasakiensis",1,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.2","L033 (03).MP4","2.90401","Pinguipedidae","Parapercis","haackei",1,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.2","L033 (04).MP4","23.09168","Scombridae","Scomberomorus","spp",1,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.2","L033 (04).MP4","14.90183","Tetraodontidae","Torquigener","sp10",2,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.2","L033 (05).MP4","41.95413","Unknown","Unknown","sp1",1,"-28.0612","113.4339","20210512","09:26","NPZ6","No-take","npz6.2","43.6","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.20","L039 (03).MP4","14.54258","Carangidae","Carangoides","sp",6,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.20","L039 (03).MP4","13.73233","Haemulidae","Diagramma","pictum",3,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.20","L039 (04).MP4","30.15596","Labridae","Choerodon","rubescens",4,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.20","L039 (04).MP4","36.61519","Labridae","Coris","auricularis",3,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.20","L039 (03).MP4","7.58814","Labridae","Suezichthys","cyanolaemus",2,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.20","L039 (04).MP4","19.82953","Lethrinidae","Lethrinus","miniatus",4,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.20","L039 (04).MP4","30.85610","Lethrinidae","Lethrinus","nebulosus",3,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.20","L039 (04).MP4","28.47178","Nemipteridae","Pentapodus","nagasakiensis",7,"-28.0736","113.4593","20210512","09:13","NPZ6","No-take","npz6.21","50.4","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.21","L035 (11).MP4","29.76752","Carcharhinidae","Carcharhinus","plumbeus",1,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.21","L035 (10).MP4","26.20813","Labridae","Bodianus","solatus",1,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.21","L035 (11).MP4","43.87494","Labridae","Choerodon","rubescens",3,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.21","L035 (10).MP4","8.53853","Labridae","Coris","auricularis",6,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.21","L035 (09).MP4","2.37320","Labridae","Suezichthys","cyanolaemus",5,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.21","L035 (11).MP4","35.21935","Lethrinidae","Lethrinus","nebulosus",5,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.21","L035 (09).MP4","1.31409","Mullidae","Parupeneus","spilurus",2,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.21","L035 (09).MP4","1.31409","Nemipteridae","Pentapodus","nagasakiensis",1,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.21","L035 (12).MP4","57.41514","Pomacanthidae","Chaetodontoplus","personifer",2,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.21","L035 (10).MP4","21.61771","Pomacentridae","Chromis","spp",15,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.21","L035 (11).MP4","38.37806","Sparidae","Chrysophrys","auratus",6,"-28.0714","113.3992","20210512","10:54","NPZ6","No-take","npz6.22","59.3","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.22","L037 (05).MP4","51.56791","Carangidae","Seriola","hippos",1,"-28.0687","113.4512","20210512","09:16","NPZ6","No-take","npz6.23","45","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.22","L037 (03).MP4","14.63935","Chaetodontidae","Chaetodon","assarius",1,"-28.0687","113.4512","20210512","09:16","NPZ6","No-take","npz6.23","45","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.22","L037 (04).MP4","30.53968","Haemulidae","Diagramma","pictum",3,"-28.0687","113.4512","20210512","09:16","NPZ6","No-take","npz6.23","45","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.22","L037 (03).MP4","13.97007","Labridae","Choerodon","rubescens",1,"-28.0687","113.4512","20210512","09:16","NPZ6","No-take","npz6.23","45","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.22","L037 (05).MP4","47.16100","Labridae","Coris","auricularis",130,"-28.0687","113.4512","20210512","09:16","NPZ6","No-take","npz6.23","45","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.22","L037 (03).MP4","4.71193","Labridae","Suezichthys","cyanolaemus",1,"-28.0687","113.4512","20210512","09:16","NPZ6","No-take","npz6.23","45","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.22","L037 (05).MP4","54.76971","Labridae",NA,NA,5,"-28.0687","113.4512","20210512","09:16","NPZ6","No-take","npz6.23","45","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.22","L037 (05).MP4","54.60149","Lethrinidae","Lethrinus","miniatus",3,"-28.0687","113.4512","20210512","09:16","NPZ6","No-take","npz6.23","45","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.22","L037 (03).MP4","13.54881","Mullidae","Parupeneus","spilurus",1,"-28.0687","113.4512","20210512","09:16","NPZ6","No-take","npz6.23","45","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.22","L037 (04).MP4","17.69546","Urolophidae",NA,"spp",1,"-28.0687","113.4512","20210512","09:16","NPZ6","No-take","npz6.23","45","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.24","L027 (03).MP4","3.79240","Carangidae","Seriola","hippos",2,"-28.0787","113.4414","20210512","09:07","NPZ6","No-take","npz6.27","53.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.24","L027 (03).MP4","0.65009","Haemulidae","Diagramma","pictum",1,"-28.0787","113.4414","20210512","09:07","NPZ6","No-take","npz6.27","53.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.24","L027 (04).MP4","41.96943","Labridae","Choerodon","rubescens",1,"-28.0787","113.4414","20210512","09:07","NPZ6","No-take","npz6.27","53.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.24","L027 (04).MP4","40.20628","Labridae","Coris","auricularis",67,"-28.0787","113.4414","20210512","09:07","NPZ6","No-take","npz6.27","53.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.24","L027 (05).MP4","50.21906","Labridae","Suezichthys","cyanolaemus",1,"-28.0787","113.4414","20210512","09:07","NPZ6","No-take","npz6.27","53.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.24","L027 (03).MP4","15.14235","Lethrinidae","Lethrinus","miniatus",6,"-28.0787","113.4414","20210512","09:07","NPZ6","No-take","npz6.27","53.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.24","L027 (03).MP4","0.32727","Mullidae","Parupeneus","spilurus",1,"-28.0787","113.4414","20210512","09:07","NPZ6","No-take","npz6.27","53.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.24","L027 (03).MP4","1.29351","Pomacentridae","Chromis","spp",55,"-28.0787","113.4414","20210512","09:07","NPZ6","No-take","npz6.27","53.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","6.52485","Acanthuridae","Acanthurus","olivaceus",4,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","3.21238","Acanthuridae","Acanthurus","xanthopterus",4,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","13.20847","Carangidae","Carangoides","fulvoguttatus",1,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (04).MP4","37.46131","Carangidae",NA,"spp",1,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","2.88149","Chaetodontidae","Chaetodon","auriga",2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","22.13489","Chaetodontidae","Chaetodon","lunula",2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","1.02324","Labridae","Anampses","caeruleopunctatus",1,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","0.65315","Labridae","Anampses","geographicus",4,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","3.24630","Labridae","Bodianus","bilunulatus",3,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","11.72560","Labridae","Choerodon","rubescens",6,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (04).MP4","37.17658","Labridae","Coris","auricularis",51,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","0.29891","Labridae","Coris","caudimacula",1,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (04).MP4","41.52009","Labridae","Labroides","dimidiatus",3,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","0.74575","Labridae","Suezichthys","cyanolaemus",2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","11.51067","Labridae","Thalassoma","lutescens",2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","1.73507","Labridae",NA,"spp",1,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","18.01578","Lethrinidae","Lethrinus","miniatus",5,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","13.09086","Lethrinidae","Lethrinus","nebulosus",2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","20.82469","Lethrinidae","Lethrinus","ravus",4,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","17.12155","Monacanthidae",NA,"sp1",1,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (04).MP4","46.68803","Mullidae","Parupeneus","spilurus",12,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (04).MP4","45.94173","Pomacanthidae","Pomacanthus","semicirculatus",1,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","3.58330","Pomacentridae","Chromis","spp",42,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","13.62500","Scaridae","Scarus","ghobban",5,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","3.21238","Scaridae","Scarus","spp",2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","2.64320","Siganidae","Siganus","argenteus",5,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (02).MP4","3.21238","Siganidae","Siganus","punctatus",2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","10.29640","Sparidae","Chrysophrys","auratus",2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.26","L041 (03).MP4","11.06689","Zanclidae","Zanclus","cornutus",2,"-28.0937","113.4563","20210512","08:43","NPZ6","No-take","npz6.29","33.7","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (05).MP4","36.45837","Carangidae","Seriola","hippos",1,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Y","Y"
"2021-05_Abrolhos_stereo-BRUVs","npz6.27","L043 (05).MP4","40.25355","Chaetodontidae","Chaetodon","assarius",1,"-28.0562","113.4464","20210512","09:21","NPZ6","No-take","npz6.30","39","Molly","Y","Y"
