"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"26","20210514_TOP_2_0008_0001.mp4","45707","20210514_BOTTOM_2_0008_0001.mp4","42700","npz9.6","0.74602",605.98308,"6.22019","6.35771","3450.69927","7.23686","80.88837","84.86060","-37.14535","-433.09982","-3423.21051","Lethrinidae","Gymnocranius","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1197","113.1905","20210514","14:18:47","NPZ9","No-take","npz9.6","90.4","Claude","Y","Y"
"27","20210514_TOP_2_0009_0001.mp4","42595","20210514_BOTTOM_2_0009_0001.mp4","39588","npz9.4","1.03882",335.54536,"2.84374","1.93557","1605.26385","7.40075","60.49590","65.48882","202.94351","39.60382","-1591.89117","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1088","113.172","20210514","14:37:37","NPZ9","No-take","npz9.4","85.1","Claude","Y","Y"
"28","20210514_TOP_2_0009_0001.mp4","42627","20210514_BOTTOM_2_0009_0001.mp4","39620","npz9.4","1.04771",415.00934,"4.60153","6.04672","2093.18156","21.61948","15.08538","80.46477","-153.98136","-755.68492","-1945.92885","Monacanthidae","Eubalichthys","caeruleoguttatus","37465018",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1088","113.172","20210514","14:37:37","NPZ9","No-take","npz9.4","85.1","Claude","Y","Y"
"29","20210514_TOP_2_0011_0001.mp4","9592","20210514_BOTTOM_2_0011_0001.mp4","6585","npz9.42","2.94878",42.55162,"3.05596","6.06174","1604.38667","22.65130","46.34789","60.52085","524.41207","-326.76139","-1480.63350","Labridae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.0979","113.15","20210514","15:06:31","NPZ9","No-take","npz9.42","87.6","Claude","Y","Y"
"30","20210514_TOP_2_0012_0001.mp4","6321","20210514_BOTTOM_2_0012_0001.mp4","3314","npz9.17","0.01946",311.3782,"7.27278","4.72326","3411.45821","10.18325","78.43552","79.37175","385.26857","464.04834","-3357.71863","Mullidae","Parupeneus","spilurus","37355015",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.101","113.1122","20210514","15:28:45","NPZ9","No-take","npz9.17","95.4","Claude","Y","Y"
"33","20210514_TOP_2_0012_0001.mp4","8592","20210514_BOTTOM_2_0012_0001.mp4","5585","npz9.17","0.65093",88.249,"2.41031","2.47472","1399.29766","19.39485","59.19799","62.14107","432.52063","169.84525","-1319.89107","Apogonidae",NA,"sp10",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.101","113.1122","20210514","15:28:45","NPZ9","No-take","npz9.17","95.4","Claude","Y","Y"
"34","20210514_TOP_2_0012_0001.mp4","8698","20210514_BOTTOM_2_0012_0001.mp4","5691","npz9.17","0.68040",71.79769,"1.55535","5.22495","1635.05337","15.79653","77.61404","81.54767","440.45480","-64.11940","-1573.30473","Apogonidae",NA,"sp10",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.101","113.1122","20210514","15:28:45","NPZ9","No-take","npz9.17","95.4","Claude","Y","Y"
"35","20210514_TOP_2_0012_0001.mp4","9359","20210514_BOTTOM_2_0012_0001.mp4","6352","npz9.17","0.86420",52.72244,"2.06214","6.89344","1447.11629","18.53007","38.88063","61.58229","455.80972","61.17789","-1372.09340","Labridae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.101","113.1122","20210514","15:28:45","NPZ9","No-take","npz9.17","95.4","Claude","Y","Y"
"36","20210514_TOP_2_0012_0001.mp4","12754","20210514_BOTTOM_2_0012_0001.mp4","9747","npz9.17","1.80820",58.18544,"3.64527","1.33972","1570.64861","32.64879","84.81226","74.35886","284.45056","-798.17482","-1322.47566","Chaetodontidae","Chaetodon","assarius","37365012",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.101","113.1122","20210514","15:28:45","NPZ9","No-take","npz9.17","95.4","Claude","Y","Y"
"3","20210511_TOP_1_0002_0001.mp4","21243","20210511_BOTTOM_1_0002_0001.mp4","20712","npz6.34","1.27349",NA,NA,"0.09905","1586.36547","14.77026",NA,NA,NA,NA,NA,"Cirrhitidae","Paracirrhites","forsteri","37374010",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","395.81963","82.37341","-1533.98072","1.39039","0.77355","4.93071","-28.0563","113.549","20210511","10:39:57","NPZ6","No-take","npz6.34","49.1","Claude","Y","Y"
"4","20210511_TOP_1_0002_0001.mp4","21760","20210511_BOTTOM_1_0002_0001.mp4","21229","npz6.34","1.56100",NA,NA,"5.93173","3690.05353","12.83389",NA,NA,NA,NA,NA,"Scaridae","Scarus","sp3",NA,4,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","601.07972","-577.49766","-3594.67588","4.55036","4.58194","25.60847","-28.0563","113.549","20210511","10:39:57","NPZ6","No-take","npz6.34","49.1","Claude","Y","Y"
"9","20210511_TOP_1_0002_0001.mp4","23221","20210511_BOTTOM_1_0002_0001.mp4","22690","npz6.34","2.37348",NA,NA,"6.26997","3367.33018","33.64120",NA,NA,NA,NA,NA,"Mullidae","Parupeneus","spilurus","37355015",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","735.63652","1667.64041","-2831.38251","4.76244","10.19261","17.82044","-28.0563","113.549","20210511","10:39:57","NPZ6","No-take","npz6.34","49.1","Claude","Y","Y"
"21","20210511_TOP_1_0003_0001.mp4","11977","20210511_BOTTOM_1_0003_0001.mp4","11446","npz6.19","0.56835",NA,NA,"0.51267","1896.08890","13.92429",NA,NA,NA,NA,NA,"Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-360.50971","257.42598","-1843.61540","1.52705","1.21640","6.77068","-28.0463","113.5314","20210511","10:55:30","NPZ6","No-take","npz6.19","48.1","Claude","Y","Y"
"43","20210511_TOP_1_0003_0001.mp4","13913","20210511_BOTTOM_1_0003_0001.mp4","13382","npz6.19","1.64498",NA,NA,"0.89213","3883.53937","21.46377",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-34.26985","-1480.27575","-3590.19322","1.74787","11.18608","25.63022","-28.0463","113.5314","20210511","10:55:30","NPZ6","No-take","npz6.19","48.1","Claude","Y","Y"
"53","20210511_TOP_1_0003_0001.mp4","13989","20210511_BOTTOM_1_0003_0001.mp4","13458","npz6.19","1.68724",NA,NA,"0.44915","4007.80622","15.08977",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","363.85423","913.65050","-3885.27522","3.29865","6.73538","29.73383","-28.0463","113.5314","20210511","10:55:30","NPZ6","No-take","npz6.19","48.1","Claude","Y","Y"
"60","20210511_TOP_1_0003_0001.mp4","14823","20210511_BOTTOM_1_0003_0001.mp4","14292","npz6.19","2.15104",NA,NA,"1.79041","2342.01057","26.96153",NA,NA,NA,NA,NA,"SUS","SUS","SUS","2",3,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","382.57110","-1015.67904","-2075.34309","1.91488","4.62079","8.97061","-28.0463","113.5314","20210511","10:55:30","NPZ6","No-take","npz6.19","48.1","Claude","Y","Y"
"76","20210511_TOP_1_0005_0001.mp4","6908","20210511_BOTTOM_1_0005_0001.mp4","6377","npz6.5","0.83194",NA,NA,"6.04415","1766.35396","33.09194",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","338.85992","-911.22263","-1474.73848","1.29695","3.09675","4.85365","-28.0839","113.4763","20210511","11:32:29","NPZ6","No-take","npz6.5","53.2","Claude","Y","Y"
"83","20210511_TOP_1_0005_0001.mp4","30554","20210511_BOTTOM_1_0005_0001.mp4","30023","npz6.37","0.53275",NA,NA,"1.96949","2912.20598","12.30207",NA,NA,NA,NA,NA,"Labridae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","447.62094","413.68265","-2847.70887","2.80952","2.60595","16.07399","-28.0964","113.4639","20210511","11:46:02","NPZ6","No-take","npz6.37","39.2","Claude","Y","Y"
"84","20210511_TOP_1_0005_0001.mp4","30554","20210511_BOTTOM_1_0005_0001.mp4","30023","npz6.37","0.53275",NA,NA,"0.48105","2493.42810","11.02813",NA,NA,NA,NA,NA,"Labridae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","453.74350","133.25263","-2448.17162","2.43784","1.28755","11.96040","-28.0964","113.4639","20210511","11:46:02","NPZ6","No-take","npz6.37","39.2","Claude","Y","Y"
"88","20210511_TOP_1_0006_0001.mp4","11990","20210511_BOTTOM_1_0006_0001.mp4","11459","npz6.14","0.13013",NA,NA,"0.45732","1602.44443","11.83613",NA,NA,NA,NA,NA,"Pomacentridae","Chromis","spp",NA,9,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-131.10852","-310.22339","-1566.65254","0.82886","1.21586","4.83151","-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"94","20210511_TOP_1_0006_0001.mp4","12605","20210511_BOTTOM_1_0006_0001.mp4","12074","npz6.14","0.47214",NA,NA,"0.45504","1284.50297","36.16088",NA,NA,NA,NA,NA,"Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","284.32656","-708.40032","-1033.09016","0.82514","1.78618","2.50669","-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"100","20210511_TOP_1_0006_0001.mp4","12629","20210511_BOTTOM_1_0006_0001.mp4","12098","npz6.14","0.48548",NA,NA,"1.20377","1655.79834","29.65756",NA,NA,NA,NA,NA,"Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-166.28405","-810.34777","-1434.34802","0.85591","2.53357","4.32213","-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"111","20210511_TOP_1_0006_0001.mp4","13404","20210511_BOTTOM_1_0006_0001.mp4","12873","npz6.14","0.91647",NA,NA,"6.00414","4472.97729","32.00621",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-181.61696","2342.37657","-3806.28600","2.30653","18.28159","30.09224","-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"112","20210511_TOP_1_0006_0001.mp4","13417","20210511_BOTTOM_1_0006_0001.mp4","12886","npz6.14","0.92370",NA,NA,"11.86736","2896.54673","31.92045",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-269.22314","1493.81481","-2466.98585","1.77281","7.60171","12.69110","-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"113","20210511_TOP_1_0006_0001.mp4","13436","20210511_BOTTOM_1_0006_0001.mp4","12905","npz6.14","0.93427",NA,NA,"0.58754","1061.45214","23.63487",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","380.01455","175.38142","-975.45423","0.87822","0.60035","2.21682","-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"116","20210511_TOP_1_0006_0001.mp4","13450","20210511_BOTTOM_1_0006_0001.mp4","12919","npz6.14","0.94205",NA,NA,"7.80079","3180.65680","20.79178",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-269.40396","1079.68173","-2979.64538","2.08682","6.41548","17.64258","-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"120","20210511_TOP_1_0006_0001.mp4","13463","20210511_BOTTOM_1_0006_0001.mp4","12932","npz6.14","0.94928",NA,NA,"0.41483","2018.72041","21.51959",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",2,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","324.88648","664.62680","-1878.28435","1.51609","2.72280","7.31723","-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"121","20210511_TOP_1_0006_0001.mp4","13480","20210511_BOTTOM_1_0006_0001.mp4","12949","npz6.14","0.95874",NA,NA,"1.77296","3856.23564","25.74774",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","1398.67958","-923.40967","-3472.97615","10.79763","7.35468","26.93957","-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"127","20210511_TOP_1_0006_0001.mp4","14122","20210511_BOTTOM_1_0006_0001.mp4","13591","npz6.14","1.31576",NA,NA,"1.08488","3834.39852","20.76008",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",3,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","340.22495","-1359.06360","-3569.28636","2.94689","10.10519","25.25440","-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"136","20210511_TOP_1_0006_0001.mp4","14380","20210511_BOTTOM_1_0006_0001.mp4","13849","npz6.14","1.45924",NA,NA,"3.87132","4724.73948","23.23040",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-265.04803","-1869.03797","-4331.23651","3.05394","16.47744","37.37651","-28.0912","113.4589","20210511","11:56:15","NPZ6","No-take","npz6.14","25.5","Claude","Y","Y"
"5","20210511_TOP_2_0001_0001.mp4","16195","20210511_BOTTOM_2_0001_0001.mp4","15177","npz6.33","1.04438",NA,NA,"3.39599","3130.27500","28.79359",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","163.94209","-1514.19005","-2734.77111","1.64406","8.77176","15.51033","-28.0887","113.4437","20210511","12:10:09","NPZ6","No-take","npz6.33","28","Claude","Y","Y"
"6","20210511_TOP_2_0001_0001.mp4","16227","20210511_BOTTOM_2_0001_0001.mp4","15209","npz6.33","1.06217",NA,NA,"0.39350","4041.39977","13.34401",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","448.83817","795.50867","-3936.82897","3.89649","6.24338","30.42268","-28.0887","113.4437","20210511","12:10:09","NPZ6","No-take","npz6.33","28","Claude","Y","Y"
"9","20210511_TOP_2_0001_0001.mp4","16260","20210511_BOTTOM_2_0001_0001.mp4","15242","npz6.33","1.08052",NA,NA,"0.38774","4492.04575","28.64280",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","638.24166","2034.26672","-3953.84389","5.61522","16.77760","32.88152","-28.0887","113.4437","20210511","12:10:09","NPZ6","No-take","npz6.33","28","Claude","Y","Y"
"14","20210511_TOP_2_0001_0001.mp4","16362","20210511_BOTTOM_2_0001_0001.mp4","15344","npz6.33","1.13725",NA,NA,"10.01796","3196.38909","32.56921",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-716.47625","-1596.83362","-2674.63780","4.16686","9.31911","15.18896","-28.0887","113.4437","20210511","12:10:09","NPZ6","No-take","npz6.33","28","Claude","Y","Y"
"15","20210511_TOP_2_0001_0001.mp4","16414","20210511_BOTTOM_2_0001_0001.mp4","15396","npz6.33","1.16617",NA,NA,"0.29022","3032.94402","10.71332",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","158.90396","524.17294","-2983.07588","1.65773","3.23951","17.26741","-28.0887","113.4437","20210511","12:10:09","NPZ6","No-take","npz6.33","28","Claude","Y","Y"
"24","20210511_TOP_2_0001_0001.mp4","18821","20210511_BOTTOM_2_0001_0001.mp4","17803","npz6.33","2.50472",NA,NA,"1.84365","1214.27779","22.67364",NA,NA,NA,NA,NA,"Labridae","Austrolabrus","maculatus","37384025",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-105.91257","-469.44229","-1114.84395","0.59897","1.22212","2.57247","-28.0887","113.4437","20210511","12:10:09","NPZ6","No-take","npz6.33","28","Claude","Y","Y"
"30","20210511_TOP_2_0002_0001.mp4","5694","20210511_BOTTOM_2_0002_0001.mp4","4676","npz6.29","2.01868",NA,NA,"6.55142","3186.89825","37.07168",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","793.89474","1735.05569","-2552.57387","4.77311","10.14603","15.03124","-28.0837","113.4589","20210511","12:23:21","NPZ6","No-take","npz6.29","43.1","Claude","Y","Y"
"32","20210511_TOP_2_0002_0001.mp4","5792","20210511_BOTTOM_2_0002_0001.mp4","4774","npz6.29","2.07318",NA,NA,"0.96714","3892.95797","19.71258",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","725.77117","1073.65746","-3670.91782","5.64238","8.05614","27.47982","-28.0837","113.4589","20210511","12:23:21","NPZ6","No-take","npz6.29","43.1","Claude","Y","Y"
"33","20210511_TOP_2_0002_0001.mp4","5817","20210511_BOTTOM_2_0002_0001.mp4","4799","npz6.29","2.08708",NA,NA,"17.37516","3868.50440","35.33832",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","572.71391","2145.22505","-3167.85962","4.27768","14.80183","22.07182","-28.0837","113.4589","20210511","12:23:21","NPZ6","No-take","npz6.29","43.1","Claude","Y","Y"
"39","20210511_TOP_2_0002_0001.mp4","22647","20210511_BOTTOM_2_0002_0001.mp4","21629","npz6.11","0.43210",NA,NA,"15.85278","6049.29440","13.68134",NA,NA,NA,NA,NA,"Glaucosomatidae","Glaucosoma","hebraicum","37320004",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","651.68237","-1306.82135","-5870.39103","7.95185","15.65583","67.43145","-28.0761","113.4539","20210511","12:34:24","NPZ6","No-take","npz6.11","34","Claude","Y","Y"
"41","20210511_TOP_2_0002_0001.mp4","24347","20210511_BOTTOM_2_0002_0001.mp4","23329","npz6.11","1.37749",NA,NA,"105.02202","5944.35893","34.05367",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-360.13689","-3311.22498","-4923.56513","4.55307","34.85313","51.69688","-28.0761","113.4539","20210511","12:34:24","NPZ6","No-take","npz6.11","34","Claude","Y","Y"
"45","20210511_TOP_2_0002_0001.mp4","24420","20210511_BOTTOM_2_0002_0001.mp4","23402","npz6.11","1.41808",NA,NA,"4.95618","4782.99304","31.35071",NA,NA,NA,NA,NA,"Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-394.44901","-2506.17068","-4054.69369","3.83886","21.60855","33.99757","-28.0761","113.4539","20210511","12:34:24","NPZ6","No-take","npz6.11","34","Claude","Y","Y"
"51","20210511_TOP_2_0002_0001.mp4","25784","20210511_BOTTOM_2_0002_0001.mp4","24766","npz6.11","2.17662",NA,NA,"3.88346","7119.02854","24.24453",NA,NA,NA,NA,NA,"Ginglymostomatidae","Nebrius","ferrugineus","37013010",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","1271.26037","-2668.89889","-6476.22136","17.26283","36.40558","86.60763","-28.0761","113.4539","20210511","12:34:24","NPZ6","No-take","npz6.11","34","Claude","Y","Y"
"52","20210511_TOP_2_0002_0001.mp4","25796","20210511_BOTTOM_2_0002_0001.mp4","24778","npz6.11","2.18329",NA,NA,"0.78842","7067.41243","20.40415",NA,NA,NA,NA,NA,"Echeneidae",NA,"spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","1148.23605","-2217.32825","-6611.60554","15.64460","30.37141","88.39330","-28.0761","113.4539","20210511","12:34:24","NPZ6","No-take","npz6.11","34","Claude","Y","Y"
"53","20210511_TOP_2_0002_0001.mp4","25796","20210511_BOTTOM_2_0002_0001.mp4","24778","npz6.11","2.18329",NA,NA,"16.19613","6805.93413","21.67446",NA,NA,NA,NA,NA,"Carangidae",NA,"sp10",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","800.34002","-2418.39348","-6311.22558","10.59411","31.38615","80.16976","-28.0761","113.4539","20210511","12:34:24","NPZ6","No-take","npz6.11","34","Claude","Y","Y"
"55","20210511_TOP_2_0002_0001.mp4","26576","20210511_BOTTOM_2_0002_0001.mp4","25558","npz6.11","2.61706",NA,NA,"1.19786","3342.89091","12.97185",NA,NA,NA,NA,NA,"Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-649.58949","-377.04384","-3257.42093","4.43088","2.89296","21.25248","-28.0761","113.4539","20210511","12:34:24","NPZ6","No-take","npz6.11","34","Claude","Y","Y"
"60","20210511_TOP_2_0004_0001.mp4","103","20210511_BOTTOM_2_0003_0001.mp4","35049","npz6.26","0.93037",NA,NA,"0.61301","2404.51071","18.20534",NA,NA,NA,NA,NA,"Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-314.56382","681.21755","-2284.43954","1.77160","3.30708","10.53608","-28.0487","113.4414","20210511","13:01:18","NPZ6","No-take","npz6.26","42","Claude","Y","Y"
"65","20210511_TOP_2_0004_0001.mp4","132","20210511_BOTTOM_2_0003_0001.mp4","35078","npz6.26","0.94650",NA,NA,"0.46609","1436.27786","14.51939",NA,NA,NA,NA,NA,"Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-287.29527","216.48390","-1390.50000","1.00289","0.89616","3.97998","-28.0487","113.4414","20210511","13:01:18","NPZ6","No-take","npz6.26","42","Claude","Y","Y"
"66","20210511_TOP_2_0004_0001.mp4","134","20210511_BOTTOM_2_0003_0001.mp4","35080","npz6.26","0.94761",NA,NA,"0.18500","1932.79254","22.60613",NA,NA,NA,NA,NA,"Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-223.68118","707.71934","-1784.59718","1.16652","2.72066","6.56038","-28.0487","113.4414","20210511","13:01:18","NPZ6","No-take","npz6.26","42","Claude","Y","Y"
"67","20210511_TOP_2_0004_0001.mp4","134","20210511_BOTTOM_2_0003_0001.mp4","35080","npz6.26","0.94761",NA,NA,"0.11829","1731.73649","24.06687",NA,NA,NA,NA,NA,"Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-231.79620","666.40543","-1581.48209","1.05632","2.30766","5.21433","-28.0487","113.4414","20210511","13:01:18","NPZ6","No-take","npz6.26","42","Claude","Y","Y"
"68","20210511_TOP_2_0004_0001.mp4","138","20210511_BOTTOM_2_0003_0001.mp4","35084","npz6.26","0.94984",NA,NA,"0.17545","1644.29574","21.45428",NA,NA,NA,NA,NA,"Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-273.83410","534.80357","-1530.59091","1.10060","1.83694","4.86651","-28.0487","113.4414","20210511","13:01:18","NPZ6","No-take","npz6.26","42","Claude","Y","Y"
"71","20210511_TOP_2_0004_0001.mp4","147","20210511_BOTTOM_2_0003_0001.mp4","35093","npz6.26","0.95484",NA,NA,"0.09516","1666.76719","29.88345",NA,NA,NA,NA,NA,"Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS","-197.07067","806.10544","-1445.49993","0.92715","2.57035","4.47227","-28.0487","113.4414","20210511","13:01:18","NPZ6","No-take","npz6.26","42","Claude","Y","Y"
